word,length,first_letter,last_letter,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
gibbosities,11,g,s,0,2,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0
furans,6,f,s,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
babassus,8,b,s,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
jeopardous,10,j,s,1,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0
isonomy,7,i,y,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0
hellfires,9,h,s,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
spiritoso,9,s,o,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0
webers,6,w,s,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
doubleton,9,d,n,0,1,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0
retinoscope,11,r,e,0,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,0,0
evolvement,10,e,t,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,0,0,0,0
liegemen,8,l,n,0,0,0,0,3,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dawnings,8,d,s,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
pyknic,6,p,c,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
sutra,5,s,a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
sordini,7,s,i,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
antimilitarism,14,a,m,2,0,0,0,0,0,0,0,4,0,0,1,2,1,0,0,0,1,1,2,0,0,0,0,0,0
manducate,9,m,e,2,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
ophthalmoscopy,14,o,y,1,0,1,0,0,0,0,2,0,0,0,1,1,0,3,2,0,0,1,1,0,0,0,0,1,0
desecrater,10,d,r,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
taches,6,t,s,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
caudexes,8,c,s,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
biodegradation,14,b,n,2,1,0,2,1,0,1,0,2,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0
testability,11,t,y,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0
elfland,7,e,d,1,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tiffins,7,t,s,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
salpinx,7,s,x,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
kief,4,k,f,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
houseleek,9,h,k,0,0,0,0,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
monanthous,10,m,s,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,1,1,1,0,0,0,0,0
filiate,7,f,e,1,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
radiologically,14,r,y,2,0,1,1,0,0,1,0,2,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0
tetralogy,9,t,y,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,0
snarler,7,s,r,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0
swingle,7,s,e,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
veniality,9,v,y,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
writeable,9,w,e,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
boyar,5,b,r,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
gormlessness,12,g,s,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,1,4,0,0,0,0,0,0,0
trichromat,10,t,t,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0
taliped,7,t,d,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
unamended,9,u,d,1,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
gerfalcon,9,g,n,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
capacitating,12,c,g,3,0,2,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
myology,7,m,y,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0
ideogrammatic,13,i,c,2,0,1,1,1,0,1,0,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0
glandule,8,g,e,1,0,0,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
wanderoo,8,w,o,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0
heptastich,10,h,h,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0
vascularity,11,v,y,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0
heartbrokenly,13,h,y,1,1,0,0,2,0,0,1,0,0,1,1,0,1,1,0,0,2,0,1,0,0,0,0,1,0
radiolarian,11,r,n,3,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0
pentobarbital,13,p,l,2,2,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,2,0,0,0,0,0,0
mycobacteria,12,m,a,2,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
knickerbocker,13,k,r,0,1,2,0,2,0,0,0,1,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
bastinados,10,b,s,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0
corroboree,10,c,e,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
plenish,7,p,h,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
gamers,6,g,s,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
vegetational,12,v,l,2,0,0,0,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0
peatmoss,8,p,s,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0
polycyclic,10,p,c,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,0
coenurus,8,c,s,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0
overstressed,12,o,d,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,1,0,0,0,0
bazars,6,b,s,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
gangboards,10,g,s,2,1,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
careerisms,10,c,s,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0
sacrarium,9,s,m,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0
oilstone,8,o,e,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0
scurfiness,10,s,s,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0
tunelessness,12,t,s,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,1,0,0,0,0,0
pfennige,8,p,e,0,0,0,0,2,1,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
backswing,9,b,g,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
coirs,5,c,s,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
tetanic,7,t,c,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
blackbody,9,b,y,1,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
immuration,10,i,n,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0
daimon,6,d,n,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
helicon,7,h,n,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
mammet,6,m,t,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
nonconflicting,14,n,g,0,0,2,0,0,1,1,0,2,0,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0
denunciate,10,d,e,1,0,1,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
pelorus,7,p,s,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
burghal,7,b,l,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
spitzes,7,s,s,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1
emplaned,8,e,d,1,0,0,1,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
unordained,10,u,d,1,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0
cantoris,8,c,s,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
circumambient,13,c,t,1,1,2,0,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,0
algolagnia,10,a,a,3,0,0,0,0,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
germinative,11,g,e,1,0,0,0,2,0,1,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
intergrade,10,i,e,1,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
unsoldierly,11,u,y,0,0,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,1,1,0,1,0,0,0,1,0
concordantly,12,c,y,1,0,2,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,1,0
heteropolar,11,h,r,1,0,0,0,2,0,0,1,0,0,0,1,0,0,2,1,0,2,0,1,0,0,0,0,0,0
penumbral,9,p,l,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0
disjunctions,12,d,s,0,0,1,1,0,0,0,0,2,1,0,0,0,2,1,0,0,0,2,1,1,0,0,0,0,0
hydroquinone,12,h,e,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,1,0
crownwork,9,c,k,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,2,0,0,0
cangue,6,c,e,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
efficaciousnesses,17,e,s,1,0,2,0,3,2,0,0,2,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0
potman,6,p,n,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
sunnily,7,s,y,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0
entoil,6,e,l,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
hardpan,7,h,n,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
twinkler,8,t,r,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
attractor,9,a,r,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0
postmenstrual,13,p,l,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,2,1,0,0,0,0,0
fiorin,6,f,n,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
einkorn,7,e,n,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0
aeroembolism,12,a,m,1,1,0,0,2,0,0,0,1,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,0
thallic,7,t,c,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pullulated,10,p,d,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0
remainderman,12,r,n,2,0,0,1,2,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0
quittor,7,q,r,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0
albuminurias,12,a,s,2,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,1,0,2,0,0,0,0,0
piaffes,7,p,s,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
packthreads,11,p,s,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
microdensitometer,17,m,r,0,0,1,1,3,0,0,0,2,0,0,0,2,1,2,0,0,2,1,2,0,0,0,0,0,0
maquiladoras,12,m,s,3,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
vaccinia,8,v,a,2,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
encystation,11,e,n,1,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,0,0,0,0,1,0
erraticism,10,e,m,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0
unbracing,9,u,g,1,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0
bobbery,7,b,y,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
shirtmakers,11,s,s,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0
firestones,10,f,s,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0
opuscule,8,o,e,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0
mordacious,10,m,s,1,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0
ultimacies,10,u,s,1,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
enosis,6,e,s,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
myrobalan,9,m,n,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
feeze,5,f,e,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
escolar,7,e,r,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
croakers,8,c,s,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
rabbin,6,r,n,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
funest,6,f,t,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
colorimetric,12,c,c,0,0,2,0,1,0,0,0,2,0,0,1,1,0,2,0,0,2,0,1,0,0,0,0,0,0
handfast,8,h,t,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
psalter,7,p,r,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
ammonic,7,a,c,1,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
headworker,10,h,r,1,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0
mesoderm,8,m,m,0,0,0,1,2,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0
pyroligneous,12,p,s,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,1,0,1,1,0,1,0,0,0,1,0
guaco,5,g,o,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
microclimatology,16,m,y,1,0,2,0,0,0,1,0,2,0,0,2,2,0,3,0,0,1,0,1,0,0,0,0,1,0
fawningly,9,f,y,1,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0
cutin,5,c,n,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
tricornered,11,t,d,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,3,0,1,0,0,0,0,0,0
rustily,7,r,y,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
calque,6,c,e,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
unmethodical,12,u,l,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
polacca,7,p,a,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
denarius,8,d,s,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
admass,6,a,s,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
cadency,7,c,y,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
acanthopterygian,16,a,n,3,0,1,0,1,0,1,1,1,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,1,0
chandlery,9,c,y,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
decarbonate,11,d,e,2,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
evanescing,10,e,g,1,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
unmarriageable,14,u,e,3,1,0,0,2,0,1,0,1,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0
noninflammable,14,n,e,2,1,0,0,1,1,0,0,1,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0
digenesis,9,d,s,0,0,0,1,2,0,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
lavabos,7,l,s,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
flyte,5,f,e,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
smattered,9,s,d,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0
epithelioma,11,e,a,1,0,0,0,2,0,0,1,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
cohosh,6,c,h,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
aloin,5,a,n,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
struthious,10,s,s,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,2,2,0,0,0,0,0
endemisms,9,e,s,0,0,0,1,2,0,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0
blazonries,10,b,s,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1
abuttals,8,a,s,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0
amadavat,8,a,t,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
radioactivate,13,r,e,3,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0
dowable,7,d,e,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
excruciates,11,e,s,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
syncytium,9,s,m,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,0
folie,5,f,e,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
termless,8,t,s,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0
evonymus,8,e,s,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0
geocentrism,11,g,m,0,0,1,0,2,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
unweaved,8,u,d,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
cerumens,8,c,s,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
barytone,8,b,e,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
malacology,10,m,y,2,0,1,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0
myriagram,9,m,m,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0
aneroids,8,a,s,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
isotone,7,i,e,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0
arbitral,8,a,l,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
sciomachy,9,s,y,1,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
milium,6,m,m,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0
jingoes,7,j,s,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
expellee,8,e,e,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
pregnability,12,p,y,1,1,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
bubonic,7,b,c,0,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
featherbeds,11,f,s,1,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
sexdecillion,12,s,n,0,0,1,1,2,0,0,0,2,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0
hydroxyls,9,h,s,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,2,0
homochromatic,13,h,c,1,0,2,0,0,0,0,2,1,0,0,0,2,0,3,0,0,1,0,1,0,0,0,0,0,0
reexhibit,9,r,t,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
fiducial,8,f,l,1,0,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
divagating,10,d,g,2,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
mistranslates,13,m,s,2,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,3,2,0,0,0,0,0,0
cosmochemistry,14,c,y,0,0,2,0,1,0,0,1,1,0,0,0,2,0,2,0,0,1,2,1,0,0,0,0,1,0
wides,5,w,s,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
absorptivity,12,a,y,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,1,0
glair,5,g,r,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gauntries,9,g,s,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
eyebolt,7,e,t,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
tantalic,8,t,c,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
proliferous,11,p,s,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,1,0,2,1,0,1,0,0,0,0,0
goethites,9,g,s,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0
annulate,8,a,e,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0
saddleback,10,s,k,2,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
necrophilism,12,n,m,0,0,1,0,1,0,0,1,2,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
monteith,8,m,h,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0
innutrition,11,i,n,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,0,2,1,0,0,0,0,0
pentomic,8,p,c,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
etna,4,e,a,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
orobanchaceous,14,o,s,2,1,2,0,1,0,0,1,0,0,0,0,0,1,3,0,0,1,1,0,1,0,0,0,0,0
